data,date,time,datetime,category,category_desc,matrix_id,rid,outLat,outLong,inLat,inLong
מטווח ניר עם,16.05.2021,19:07:38,2021-05-16T19:08:00,1,ירי רקטות וטילים,1,12744,,,31.513,34.452
כרמיה,16.05.2021,19:03:06,2021-05-16T19:03:00,1,ירי רקטות וטילים,1,12743,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,16.05.2021,19:03:06,2021-05-16T19:03:00,1,ירי רקטות וטילים,1,12742,,,31.513,34.452
אשקלון,16.05.2021,19:03:06,2021-05-16T19:03:00,1,ירי רקטות וטילים,1,12741,,,31.513,34.452
זיקים,16.05.2021,19:03:06,2021-05-16T19:03:00,1,ירי רקטות וטילים,1,12740,,,31.513,34.452
נתיב העשרה,16.05.2021,19:03:06,2021-05-16T19:03:00,1,ירי רקטות וטילים,1,12739,,,31.513,34.452
יד מרדכי,16.05.2021,19:03:06,2021-05-16T19:03:00,1,ירי רקטות וטילים,1,12738,,,31.513,34.452
מבקיעים,16.05.2021,19:03:06,2021-05-16T19:03:00,1,ירי רקטות וטילים,1,12737,,,31.513,34.452
כרמיה,16.05.2021,19:02:03,2021-05-16T19:02:00,1,ירי רקטות וטילים,1,12736,,,31.513,34.452
כפר סילבר,16.05.2021,19:02:03,2021-05-16T19:02:00,1,ירי רקטות וטילים,1,12735,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,16.05.2021,19:02:03,2021-05-16T19:02:00,1,ירי רקטות וטילים,1,12734,,,31.513,34.452
אשקלון,16.05.2021,19:02:03,2021-05-16T19:02:00,1,ירי רקטות וטילים,1,12733,,,31.513,34.452
אזור תעשייה צפוני אשקלון,16.05.2021,19:02:03,2021-05-16T19:02:00,1,ירי רקטות וטילים,1,12732,,,31.513,34.452
נתיב העשרה,16.05.2021,19:02:03,2021-05-16T19:02:00,1,ירי רקטות וטילים,1,12731,,,31.513,34.452
מבקיעים,16.05.2021,19:02:03,2021-05-16T19:02:00,1,ירי רקטות וטילים,1,12730,,,31.513,34.452
יד מרדכי,16.05.2021,19:02:03,2021-05-16T19:02:00,1,ירי רקטות וטילים,1,12729,,,31.513,34.452
זיקים,16.05.2021,19:02:03,2021-05-16T19:02:00,1,ירי רקטות וטילים,1,12728,,,31.513,34.452
כרם שלום,16.05.2021,19:02:03,2021-05-16T19:02:00,1,ירי רקטות וטילים,1,12727,,,31.513,34.452
באר גנים,16.05.2021,19:02:03,2021-05-16T19:02:00,1,ירי רקטות וטילים,1,12726,,,31.513,34.452
כפר עזה,16.05.2021,18:59:42,2021-05-16T19:00:00,1,ירי רקטות וטילים,1,12725,,,31.513,34.452
סעד,16.05.2021,18:59:42,2021-05-16T19:00:00,1,ירי רקטות וטילים,1,12724,,,31.513,34.452
נחל עוז,16.05.2021,18:59:42,2021-05-16T19:00:00,1,ירי רקטות וטילים,1,12723,,,31.513,34.452
תקומה,16.05.2021,18:58:15,2021-05-16T18:58:00,1,ירי רקטות וטילים,1,12722,,,31.513,34.452
תקומה וחוות יזרעם,16.05.2021,18:58:15,2021-05-16T18:58:00,1,ירי רקטות וטילים,1,12721,,,31.513,34.452
עלומים,16.05.2021,18:58:04,2021-05-16T18:58:00,1,ירי רקטות וטילים,1,12720,,,31.513,34.452
נחל עוז,16.05.2021,18:58:04,2021-05-16T18:58:00,1,ירי רקטות וטילים,1,12719,,,31.513,34.452
מעגלים גבעולים מלילות,16.05.2021,18:58:04,2021-05-16T18:58:00,1,ירי רקטות וטילים,1,12718,,,31.513,34.452
כפר מימון ותושיה,16.05.2021,18:58:04,2021-05-16T18:58:00,1,ירי רקטות וטילים,1,12717,,,31.513,34.452
בטחה,16.05.2021,18:58:04,2021-05-16T18:58:00,1,ירי רקטות וטילים,1,12716,,,31.513,34.452
נתיבות,16.05.2021,18:58:04,2021-05-16T18:58:00,1,ירי רקטות וטילים,1,12715,,,31.513,34.452
סעד,16.05.2021,18:58:04,2021-05-16T18:58:00,1,ירי רקטות וטילים,1,12714,,,31.513,34.452
כפר עזה,16.05.2021,18:58:04,2021-05-16T18:58:00,1,ירי רקטות וטילים,1,12713,,,31.513,34.452
זמרת ושובה,16.05.2021,18:58:04,2021-05-16T18:58:00,1,ירי רקטות וטילים,1,12712,,,31.513,34.452
כרם שלום,16.05.2021,18:52:58,2021-05-16T18:53:00,1,ירי רקטות וטילים,1,12711,,,31.513,34.452
עין הבשור,16.05.2021,18:49:23,2021-05-16T18:49:00,1,ירי רקטות וטילים,1,12710,,,31.513,34.452
ניר עוז,16.05.2021,18:49:23,2021-05-16T18:49:00,1,ירי רקטות וטילים,1,12709,,,31.513,34.452
מגן,16.05.2021,18:49:23,2021-05-16T18:49:00,1,ירי רקטות וטילים,1,12708,,,31.513,34.452
אורים,16.05.2021,18:49:23,2021-05-16T18:49:00,1,ירי רקטות וטילים,1,12707,,,31.513,34.452
ארז,16.05.2021,18:42:41,2021-05-16T18:43:00,1,ירי רקטות וטילים,1,12706,,,31.513,34.452
כיסופים,16.05.2021,18:27:57,2021-05-16T18:28:00,1,ירי רקטות וטילים,1,12705,,,31.513,34.452
שדה עוזיהו,16.05.2021,18:18:03,2021-05-16T18:18:00,1,ירי רקטות וטילים,1,12704,,,31.513,34.452
עזריקם,16.05.2021,18:18:03,2021-05-16T18:18:00,1,ירי רקטות וטילים,1,12703,,,31.513,34.452
עזר,16.05.2021,18:18:03,2021-05-16T18:18:00,1,ירי רקטות וטילים,1,12702,,,31.513,34.452
ניצן,16.05.2021,18:18:03,2021-05-16T18:18:00,1,ירי רקטות וטילים,1,12701,,,31.513,34.452
גבעתי,16.05.2021,18:18:03,2021-05-16T18:18:00,1,ירי רקטות וטילים,1,12700,,,31.513,34.452
בית עזרא,16.05.2021,18:18:03,2021-05-16T18:18:00,1,ירי רקטות וטילים,1,12699,,,31.513,34.452
אמונים,16.05.2021,18:18:03,2021-05-16T18:18:00,1,ירי רקטות וטילים,1,12698,,,31.513,34.452
אזור תעשייה עד הלום,16.05.2021,18:18:03,2021-05-16T18:18:00,1,ירי רקטות וטילים,1,12697,,,31.513,34.452
אשדוד - יא,16.05.2021,18:17:28,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12696,,,31.513,34.452
מרינה,16.05.2021,18:17:28,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12696,,,31.513,34.452
שתולים,16.05.2021,18:17:28,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12695,,,31.513,34.452
אשדוד - ח,16.05.2021,18:17:28,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12694,,,31.513,34.452
אשדוד - ג,16.05.2021,18:17:28,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12693,,,31.513,34.452
אשדוד - א,16.05.2021,18:17:28,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12692,,,31.513,34.452
משען,16.05.2021,18:17:22,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12691,,,31.513,34.452
בת הדר,16.05.2021,18:17:22,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12690,,,31.513,34.452
ניר ישראל,16.05.2021,18:17:16,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12689,,,31.513,34.452
כפר סילבר,16.05.2021,18:17:16,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12688,,,31.513,34.452
ברכיה,16.05.2021,18:17:16,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12687,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,16.05.2021,18:17:16,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12686,,,31.513,34.452
באר גנים,16.05.2021,18:17:16,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12685,,,31.513,34.452
אשקלון,16.05.2021,18:17:16,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12684,,,31.513,34.452
אזור תעשייה צפוני אשקלון,16.05.2021,18:17:16,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12683,,,31.513,34.452
שדה עוזיהו,16.05.2021,18:17:11,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12682,,,31.513,34.452
עזריקם,16.05.2021,18:17:11,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12681,,,31.513,34.452
עזר,16.05.2021,18:17:11,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12680,,,31.513,34.452
ניצנים,16.05.2021,18:17:11,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12679,,,31.513,34.452
גבעתי,16.05.2021,18:17:11,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12678,,,31.513,34.452
בית עזרא,16.05.2021,18:17:11,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12677,,,31.513,34.452
אמונים,16.05.2021,18:17:11,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12676,,,31.513,34.452
חצור אשדוד,16.05.2021,18:17:11,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12675,,,31.513,34.452
גן יבנה,16.05.2021,18:17:11,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12674,,,31.513,34.452
ביצרון,16.05.2021,18:17:11,2021-05-16T18:17:00,1,ירי רקטות וטילים,1,12673,,,31.513,34.452
עין השלושה,16.05.2021,18:06:29,2021-05-16T18:06:00,1,ירי רקטות וטילים,1,12672,,,31.513,34.452
נירים,16.05.2021,18:06:29,2021-05-16T18:06:00,1,ירי רקטות וטילים,1,12671,,,31.513,34.452
כיסופים,16.05.2021,18:06:24,2021-05-16T18:06:00,1,ירי רקטות וטילים,1,12670,,,31.513,34.452
כיסופים,16.05.2021,17:55:25,2021-05-16T17:55:00,1,ירי רקטות וטילים,1,12669,,,31.513,34.452
כרם שלום,16.05.2021,17:54:54,2021-05-16T17:55:00,1,ירי רקטות וטילים,1,12668,,,31.513,34.452
רעים,16.05.2021,17:50:32,2021-05-16T17:51:00,1,ירי רקטות וטילים,1,12667,,,31.513,34.452
סופה,16.05.2021,17:11:29,2021-05-16T17:11:00,1,ירי רקטות וטילים,1,12666,,,31.513,34.452
סופה,16.05.2021,16:59:06,2021-05-16T16:59:00,1,ירי רקטות וטילים,1,12665,,,31.513,34.452
כרם שלום,16.05.2021,16:35:54,2021-05-16T16:36:00,1,ירי רקטות וטילים,1,12664,,,31.513,34.452
כרם שלום,16.05.2021,16:28:36,2021-05-16T16:29:00,1,ירי רקטות וטילים,1,12663,,,31.513,34.452
באר שבע - מערב,16.05.2021,16:15:57,2021-05-16T16:16:00,1,ירי רקטות וטילים,1,12662,,,31.513,34.452
באר שבע - דרום,16.05.2021,16:15:57,2021-05-16T16:16:00,1,ירי רקטות וטילים,1,12661,,,31.513,34.452
רעים,16.05.2021,16:14:46,2021-05-16T16:15:00,1,ירי רקטות וטילים,1,12660,,,31.513,34.452
באר שבע - דרום,16.05.2021,16:12:59,2021-05-16T16:13:00,1,ירי רקטות וטילים,1,12659,,,31.513,34.452
ואדי אל נעם,16.05.2021,16:12:28,2021-05-16T16:12:00,1,ירי רקטות וטילים,1,12658,,,31.513,34.452
באר שבע - צפון,16.05.2021,16:12:28,2021-05-16T16:12:00,1,ירי רקטות וטילים,1,12657,,,31.513,34.452
באר שבע - מערב,16.05.2021,16:12:28,2021-05-16T16:12:00,1,ירי רקטות וטילים,1,12656,,,31.513,34.452
באר שבע - מזרח,16.05.2021,16:12:23,2021-05-16T16:12:00,1,ירי רקטות וטילים,1,12655,,,31.513,34.452
אבו-תלול והפזורה,16.05.2021,16:12:01,2021-05-16T16:12:00,1,ירי רקטות וטילים,1,12654,,,31.513,34.452
שגב שלום והפזורה,16.05.2021,16:12:01,2021-05-16T16:12:00,1,ירי רקטות וטילים,1,12653,,,31.513,34.452
לקיה והפזורה,16.05.2021,16:12:01,2021-05-16T16:12:00,1,ירי רקטות וטילים,1,12652,,,31.513,34.452
אום בטין והפזורה,16.05.2021,16:11:56,2021-05-16T16:12:00,1,ירי רקטות וטילים,1,12651,,,31.513,34.452
מולדה,16.05.2021,16:11:56,2021-05-16T16:12:00,1,ירי רקטות וטילים,1,12650,,,31.513,34.452
 אל-סייד והפזורה,16.05.2021,16:11:56,2021-05-16T16:12:00,1,ירי רקטות וטילים,1,12650,,,31.513,34.452
באר שבע - מערב,16.05.2021,16:11:10,2021-05-16T16:11:00,1,ירי רקטות וטילים,1,12649,,,31.513,34.452
באר שבע - צפון,16.05.2021,16:11:04,2021-05-16T16:11:00,1,ירי רקטות וטילים,1,12648,,,31.513,34.452
באר שבע - מזרח,16.05.2021,16:11:04,2021-05-16T16:11:00,1,ירי רקטות וטילים,1,12647,,,31.513,34.452
תל שבע,16.05.2021,16:10:49,2021-05-16T16:11:00,1,ירי רקטות וטילים,1,12646,,,31.513,34.452
עומר,16.05.2021,16:10:49,2021-05-16T16:11:00,1,ירי רקטות וטילים,1,12645,,,31.513,34.452
נחל עוז,16.05.2021,16:06:42,2021-05-16T16:07:00,1,ירי רקטות וטילים,1,12644,,,31.513,34.452
יד מרדכי,16.05.2021,16:03:49,2021-05-16T16:04:00,1,ירי רקטות וטילים,1,12643,,,31.513,34.452
מבקיעים,16.05.2021,16:03:43,2021-05-16T16:04:00,1,ירי רקטות וטילים,1,12642,,,31.513,34.452
כרמיה,16.05.2021,16:03:43,2021-05-16T16:04:00,1,ירי רקטות וטילים,1,12641,,,31.513,34.452
זיקים,16.05.2021,16:03:43,2021-05-16T16:04:00,1,ירי רקטות וטילים,1,12640,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,16.05.2021,16:03:43,2021-05-16T16:04:00,1,ירי רקטות וטילים,1,12639,,,31.513,34.452
אשקלון,16.05.2021,16:03:43,2021-05-16T16:04:00,1,ירי רקטות וטילים,1,12638,,,31.513,34.452
נתיב העשרה,16.05.2021,16:03:43,2021-05-16T16:04:00,1,ירי רקטות וטילים,1,12637,,,31.513,34.452
בית עזרא,16.05.2021,16:03:27,2021-05-16T16:03:00,1,ירי רקטות וטילים,1,12636,,,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,16.05.2021,16:03:11,2021-05-16T16:03:00,1,ירי רקטות וטילים,1,12635,,,31.513,34.452
ניצן,16.05.2021,16:03:11,2021-05-16T16:03:00,1,ירי רקטות וטילים,1,12634,,,31.513,34.452
אשדוד - ג,16.05.2021,16:03:06,2021-05-16T16:03:00,1,ירי רקטות וטילים,1,12633,,,31.513,34.452
אשדוד - יא,16.05.2021,16:03:00,2021-05-16T16:03:00,1,ירי רקטות וטילים,1,12632,,,31.513,34.452
מרינה,16.05.2021,16:03:00,2021-05-16T16:03:00,1,ירי רקטות וטילים,1,12632,,,31.513,34.452
אשדוד - א,16.05.2021,16:03:00,2021-05-16T16:03:00,1,ירי רקטות וטילים,1,12631,,,31.513,34.452
שתולים,16.05.2021,16:02:55,2021-05-16T16:03:00,1,ירי רקטות וטילים,1,12630,,,31.513,34.452
שדה עוזיהו,16.05.2021,16:02:55,2021-05-16T16:03:00,1,ירי רקטות וטילים,1,12629,,,31.513,34.452
גן יבנה,16.05.2021,16:02:55,2021-05-16T16:03:00,1,ירי רקטות וטילים,1,12628,,,31.513,34.452
גן הדרום,16.05.2021,16:02:55,2021-05-16T16:03:00,1,ירי רקטות וטילים,1,12627,,,31.513,34.452
אשדוד - ח,16.05.2021,16:02:55,2021-05-16T16:03:00,1,ירי רקטות וטילים,1,12626,,,31.513,34.452
אזור תעשייה עד הלום,16.05.2021,16:02:55,2021-05-16T16:03:00,1,ירי רקטות וטילים,1,12625,,,31.513,34.452
עזריקם,16.05.2021,16:01:43,2021-05-16T16:02:00,1,ירי רקטות וטילים,1,12624,,,31.513,34.452
עזר,16.05.2021,16:01:43,2021-05-16T16:02:00,1,ירי רקטות וטילים,1,12623,,,31.513,34.452
ניצן,16.05.2021,16:01:43,2021-05-16T16:02:00,1,ירי רקטות וטילים,1,12622,,,31.513,34.452
בית עזרא,16.05.2021,16:01:43,2021-05-16T16:02:00,1,ירי רקטות וטילים,1,12621,,,31.513,34.452
אמונים,16.05.2021,16:01:43,2021-05-16T16:02:00,1,ירי רקטות וטילים,1,12620,,,31.513,34.452
אשדוד - ח,16.05.2021,16:01:43,2021-05-16T16:02:00,1,ירי רקטות וטילים,1,12619,,,31.513,34.452
שפיר,16.05.2021,16:01:37,2021-05-16T16:02:00,1,ירי רקטות וטילים,1,12618,,,31.513,34.452
עין צורים,16.05.2021,16:01:37,2021-05-16T16:02:00,1,ירי רקטות וטילים,1,12617,,,31.513,34.452
משואות יצחק,16.05.2021,16:01:37,2021-05-16T16:02:00,1,ירי רקטות וטילים,1,12616,,,31.513,34.452
מרכז שפירא,16.05.2021,16:01:37,2021-05-16T16:02:00,1,ירי רקטות וטילים,1,12615,,,31.513,34.452
גבעתי,16.05.2021,16:01:37,2021-05-16T16:02:00,1,ירי רקטות וטילים,1,12614,,,31.513,34.452
אביגדור,16.05.2021,16:01:37,2021-05-16T16:02:00,1,ירי רקטות וטילים,1,12613,,,31.513,34.452
באר שבע - מערב,16.05.2021,16:01:32,2021-05-16T16:02:00,1,ירי רקטות וטילים,1,12612,,,31.513,34.452
באר שבע - צפון,16.05.2021,16:01:32,2021-05-16T16:02:00,1,ירי רקטות וטילים,1,12611,,,31.513,34.452
אזור תעשייה עד הלום,16.05.2021,16:01:27,2021-05-16T16:01:00,1,ירי רקטות וטילים,1,12610,,,31.513,34.452
קריית מלאכי,16.05.2021,16:01:09,2021-05-16T16:01:00,1,ירי רקטות וטילים,1,12609,,,31.513,34.452
כפר ורבורג,16.05.2021,16:01:09,2021-05-16T16:01:00,1,ירי רקטות וטילים,1,12608,,,31.513,34.452
כפר אחים,16.05.2021,16:01:09,2021-05-16T16:01:00,1,ירי רקטות וטילים,1,12607,,,31.513,34.452
באר טוביה,16.05.2021,16:01:09,2021-05-16T16:01:00,1,ירי רקטות וטילים,1,12606,,,31.513,34.452
אורות,16.05.2021,16:01:09,2021-05-16T16:01:00,1,ירי רקטות וטילים,1,12605,,,31.513,34.452
שתולים,16.05.2021,16:01:04,2021-05-16T16:01:00,1,ירי רקטות וטילים,1,12604,,,31.513,34.452
שדה עוזיהו,16.05.2021,16:01:04,2021-05-16T16:01:00,1,ירי רקטות וטילים,1,12603,,,31.513,34.452
גן יבנה,16.05.2021,16:01:04,2021-05-16T16:01:00,1,ירי רקטות וטילים,1,12602,,,31.513,34.452
באר גנים,16.05.2021,16:00:42,2021-05-16T16:01:00,1,ירי רקטות וטילים,1,12601,,,31.513,34.452
אזור תעשייה צפוני אשקלון,16.05.2021,16:00:37,2021-05-16T16:01:00,1,ירי רקטות וטילים,1,12600,,,31.513,34.452
גיאה,16.05.2021,16:00:37,2021-05-16T16:01:00,1,ירי רקטות וטילים,1,12599,,,31.513,34.452
בת הדר,16.05.2021,16:00:37,2021-05-16T16:01:00,1,ירי רקטות וטילים,1,12598,,,31.513,34.452
בית שקמה,16.05.2021,16:00:37,2021-05-16T16:01:00,1,ירי רקטות וטילים,1,12597,,,31.513,34.452
פטיש,16.05.2021,16:00:37,2021-05-16T16:01:00,1,ירי רקטות וטילים,1,12596,,,31.513,34.452
אורים,16.05.2021,16:00:37,2021-05-16T16:01:00,1,ירי רקטות וטילים,1,12595,,,31.513,34.452
כפר עזה,16.05.2021,16:00:31,2021-05-16T16:01:00,1,ירי רקטות וטילים,1,12594,,,31.513,34.452
רעים,16.05.2021,16:00:26,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12593,,,31.513,34.452
אשקלון,16.05.2021,16:00:20,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12592,,,31.513,34.452
כרמיה,16.05.2021,16:00:15,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12591,,,31.513,34.452
יד מרדכי,16.05.2021,16:00:15,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12590,,,31.513,34.452
זיקים,16.05.2021,16:00:15,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12589,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,16.05.2021,16:00:15,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12588,,,31.513,34.452
נחל עוז,16.05.2021,16:00:15,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12587,,,31.513,34.452
מבקיעים,16.05.2021,16:00:15,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12586,,,31.513,34.452
מטווח ניר עם,16.05.2021,16:00:15,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12585,,,31.513,34.452
מפלסים,16.05.2021,16:00:15,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12584,,,31.513,34.452
שדרות,16.05.2021,16:00:15,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12583,,,31.513,34.452
 איבים,16.05.2021,16:00:15,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12583,,,31.513,34.452
ניר עם,16.05.2021,16:00:15,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12582,,,31.513,34.452
גבים,16.05.2021,16:00:15,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12581,,,31.513,34.452
 מכללת ספיר,16.05.2021,16:00:15,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12581,,,31.513,34.452
נתיב העשרה,16.05.2021,16:00:04,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12580,,,31.513,34.452
עין השלושה,16.05.2021,15:59:59,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12579,,,31.513,34.452
נירים,16.05.2021,15:59:59,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12578,,,31.513,34.452
כיסופים,16.05.2021,15:59:59,2021-05-16T16:00:00,1,ירי רקטות וטילים,1,12577,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,16.05.2021,15:53:37,2021-05-16T15:54:00,1,ירי רקטות וטילים,1,12576,,,31.513,34.452
זיקים,16.05.2021,15:53:37,2021-05-16T15:54:00,1,ירי רקטות וטילים,1,12575,,,31.513,34.452
חולית,16.05.2021,15:44:03,2021-05-16T15:44:00,1,ירי רקטות וטילים,1,12574,,,31.513,34.452
פרי גן,16.05.2021,15:43:58,2021-05-16T15:44:00,1,ירי רקטות וטילים,1,12573,,,31.513,34.452
סופה,16.05.2021,15:43:53,2021-05-16T15:44:00,1,ירי רקטות וטילים,1,12572,,,31.513,34.452
ניר יצחק,16.05.2021,15:43:53,2021-05-16T15:44:00,1,ירי רקטות וטילים,1,12571,,,31.513,34.452
נחל עוז,16.05.2021,15:02:04,2021-05-16T15:02:00,1,ירי רקטות וטילים,1,12570,,,31.513,34.452
כיסופים,16.05.2021,14:20:50,2021-05-16T14:21:00,1,ירי רקטות וטילים,1,12569,,,31.513,34.452
זמרת ושובה,16.05.2021,14:13:56,2021-05-16T14:14:00,1,ירי רקטות וטילים,1,12568,,,31.513,34.452
תקומה,16.05.2021,14:13:45,2021-05-16T14:14:00,1,ירי רקטות וטילים,1,12567,,,31.513,34.452
תקומה וחוות יזרעם,16.05.2021,14:13:45,2021-05-16T14:14:00,1,ירי רקטות וטילים,1,12566,,,31.513,34.452
נתיבות,16.05.2021,14:13:45,2021-05-16T14:14:00,1,ירי רקטות וטילים,1,12565,,,31.513,34.452
שוקדה,16.05.2021,14:13:30,2021-05-16T14:14:00,1,ירי רקטות וטילים,1,12564,,,31.513,34.452
עלומים,16.05.2021,14:13:30,2021-05-16T14:14:00,1,ירי רקטות וטילים,1,12563,,,31.513,34.452
כפר מימון ותושיה,16.05.2021,14:13:30,2021-05-16T14:14:00,1,ירי רקטות וטילים,1,12562,,,31.513,34.452
בארי,16.05.2021,14:13:30,2021-05-16T14:14:00,1,ירי רקטות וטילים,1,12561,,,31.513,34.452
מעגלים גבעולים מלילות,16.05.2021,14:03:42,2021-05-16T14:04:00,1,ירי רקטות וטילים,1,12560,,,31.513,34.452
שיבולים,16.05.2021,14:03:36,2021-05-16T14:04:00,1,ירי רקטות וטילים,1,12559,,,31.513,34.452
תקומה,16.05.2021,14:03:26,2021-05-16T14:03:00,1,ירי רקטות וטילים,1,12558,,,31.513,34.452
תקומה וחוות יזרעם,16.05.2021,14:03:26,2021-05-16T14:03:00,1,ירי רקטות וטילים,1,12557,,,31.513,34.452
שוקדה,16.05.2021,14:03:26,2021-05-16T14:03:00,1,ירי רקטות וטילים,1,12556,,,31.513,34.452
עלומים,16.05.2021,14:03:26,2021-05-16T14:03:00,1,ירי רקטות וטילים,1,12555,,,31.513,34.452
סעד,16.05.2021,14:03:26,2021-05-16T14:03:00,1,ירי רקטות וטילים,1,12554,,,31.513,34.452
כפר מימון ותושיה,16.05.2021,14:03:26,2021-05-16T14:03:00,1,ירי רקטות וטילים,1,12553,,,31.513,34.452
זמרת ושובה,16.05.2021,14:03:26,2021-05-16T14:03:00,1,ירי רקטות וטילים,1,12552,,,31.513,34.452
נתיבות,16.05.2021,14:03:26,2021-05-16T14:03:00,1,ירי רקטות וטילים,1,12551,,,31.513,34.452
נחל עוז,16.05.2021,14:03:26,2021-05-16T14:03:00,1,ירי רקטות וטילים,1,12550,,,31.513,34.452
בית הגדי,16.05.2021,14:03:26,2021-05-16T14:03:00,1,ירי רקטות וטילים,1,12549,,,31.513,34.452
שרשרת,16.05.2021,14:03:26,2021-05-16T14:03:00,1,ירי רקטות וטילים,1,12548,,,31.513,34.452
בית שקמה,16.05.2021,13:44:36,2021-05-16T13:45:00,1,ירי רקטות וטילים,1,12547,,,31.513,34.452
יד מרדכי,16.05.2021,13:44:25,2021-05-16T13:44:00,1,ירי רקטות וטילים,1,12546,,,31.513,34.452
גיאה,16.05.2021,13:44:25,2021-05-16T13:44:00,1,ירי רקטות וטילים,1,12545,,,31.513,34.452
מבקיעים,16.05.2021,13:44:25,2021-05-16T13:44:00,1,ירי רקטות וטילים,1,12544,,,31.513,34.452
גברעם,16.05.2021,13:44:25,2021-05-16T13:44:00,1,ירי רקטות וטילים,1,12543,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,16.05.2021,13:44:25,2021-05-16T13:44:00,1,ירי רקטות וטילים,1,12542,,,31.513,34.452
תלמי יפה,16.05.2021,13:44:20,2021-05-16T13:44:00,1,ירי רקטות וטילים,1,12541,,,31.513,34.452
נתיב העשרה,16.05.2021,13:44:20,2021-05-16T13:44:00,1,ירי רקטות וטילים,1,12540,,,31.513,34.452
ניר עוז,16.05.2021,13:39:04,2021-05-16T13:39:00,1,ירי רקטות וטילים,1,12539,,,31.513,34.452
נחל עוז,16.05.2021,13:36:02,2021-05-16T13:36:00,1,ירי רקטות וטילים,1,12538,,,31.513,34.452
נירים,16.05.2021,13:21:05,2021-05-16T13:21:00,1,ירי רקטות וטילים,1,12537,,,31.513,34.452
יבול,16.05.2021,13:18:53,2021-05-16T13:19:00,1,ירי רקטות וטילים,1,12536,,,31.513,34.452
שלומית,16.05.2021,13:18:53,2021-05-16T13:19:00,1,ירי רקטות וטילים,1,12535,,,31.513,34.452
תלמי יוסף,16.05.2021,13:15:50,2021-05-16T13:16:00,1,ירי רקטות וטילים,1,12534,,,31.513,34.452
פרי גן,16.05.2021,13:15:50,2021-05-16T13:16:00,1,ירי רקטות וטילים,1,12533,,,31.513,34.452
שדה אברהם,16.05.2021,13:15:35,2021-05-16T13:16:00,1,ירי רקטות וטילים,1,12532,,,31.513,34.452
יתד,16.05.2021,13:15:35,2021-05-16T13:16:00,1,ירי רקטות וטילים,1,12531,,,31.513,34.452
יבול,16.05.2021,13:15:35,2021-05-16T13:16:00,1,ירי רקטות וטילים,1,12530,,,31.513,34.452
חולית,16.05.2021,13:15:35,2021-05-16T13:16:00,1,ירי רקטות וטילים,1,12529,,,31.513,34.452
דקל,16.05.2021,13:15:35,2021-05-16T13:16:00,1,ירי רקטות וטילים,1,12528,,,31.513,34.452
