data,date,time,datetime,outLat,outLong,inLat,inLong
נווה אטי''ב,19.11.2019,4:52,2019-11-19T04:53:00,,,31.513,34.452
שאר ישוב,19.11.2019,4:52,2019-11-19T04:53:00,,,31.513,34.452
מג'דל שמס,19.11.2019,4:52,2019-11-19T04:53:00,,,31.513,34.452
נמרוד,19.11.2019,4:52,2019-11-19T04:53:00,,,31.513,34.452
כפר סאלד,19.11.2019,4:52,2019-11-19T04:53:00,,,31.513,34.452
מסעדה,19.11.2019,4:52,2019-11-19T04:53:00,,,31.513,34.452
שניר,19.11.2019,4:52,2019-11-19T04:53:00,,,31.513,34.452
דפנה,19.11.2019,4:52,2019-11-19T04:53:00,,,31.513,34.452
באר שבע - מזרח,16.11.2019,1:58,2019-11-16T01:58:00,,,31.513,34.452
באר שבע - מערב,16.11.2019,1:57,2019-11-16T01:58:00,,,31.513,34.452
עומר,16.11.2019,1:57,2019-11-16T01:58:00,,,31.513,34.452
באר שבע - צפון,16.11.2019,1:57,2019-11-16T01:58:00,,,31.513,34.452
לקיה והפזורה,16.11.2019,1:57,2019-11-16T01:57:00,,,31.513,34.452
באר שבע - דרום,16.11.2019,1:57,2019-11-16T01:57:00,,,31.513,34.452
באר שבע - מזרח,16.11.2019,1:57,2019-11-16T01:57:00,,,31.513,34.452
שגב שלום והפזורה,16.11.2019,1:57,2019-11-16T01:57:00,,,31.513,34.452
מפלסים,14.11.2019,22:03,2019-11-14T22:03:00,,,31.513,34.452
ניר עם,14.11.2019,22:03,2019-11-14T22:03:00,,,31.513,34.452
גבים,14.11.2019,22:03,2019-11-14T22:03:00,,,31.513,34.452
 מכללת ספיר,14.11.2019,22:03,2019-11-14T22:03:00,,,31.513,34.452
שדרות,14.11.2019,22:03,2019-11-14T22:03:00,,,31.513,34.452
 איבים,14.11.2019,22:03,2019-11-14T22:03:00,,,31.513,34.452
מטווח ניר עם,14.11.2019,22:03,2019-11-14T22:03:00,,,31.513,34.452
מטווח ניר עם,14.11.2019,22:03,2019-11-14T22:03:00,,,31.513,34.452
ניר עם,14.11.2019,22:03,2019-11-14T22:03:00,,,31.513,34.452
מפלסים,14.11.2019,22:03,2019-11-14T22:03:00,,,31.513,34.452
שדרות,14.11.2019,22:03,2019-11-14T22:03:00,,,31.513,34.452
 איבים,14.11.2019,22:03,2019-11-14T22:03:00,,,31.513,34.452
גבים,14.11.2019,22:02,2019-11-14T22:03:00,,,31.513,34.452
 מכללת ספיר,14.11.2019,22:02,2019-11-14T22:03:00,,,31.513,34.452
נחל עוז,14.11.2019,17:23,2019-11-14T17:24:00,,,31.513,34.452
בארי,14.11.2019,17:23,2019-11-14T17:24:00,,,31.513,34.452
עלומים,14.11.2019,17:23,2019-11-14T17:24:00,,,31.513,34.452
כפר מימון ותושיה,14.11.2019,17:23,2019-11-14T17:24:00,,,31.513,34.452
מפלסים,14.11.2019,10:55,2019-11-14T10:55:00,,,31.513,34.452
יכיני,14.11.2019,10:55,2019-11-14T10:55:00,,,31.513,34.452
שוקדה,14.11.2019,10:55,2019-11-14T10:55:00,,,31.513,34.452
עלומים,14.11.2019,10:55,2019-11-14T10:55:00,,,31.513,34.452
כפר מימון ותושיה,14.11.2019,10:55,2019-11-14T10:55:00,,,31.513,34.452
בארי,14.11.2019,10:55,2019-11-14T10:55:00,,,31.513,34.452
תקומה,14.11.2019,10:55,2019-11-14T10:55:00,,,31.513,34.452
נתיבות,14.11.2019,10:55,2019-11-14T10:55:00,,,31.513,34.452
תקומה וחוות יזרעם,14.11.2019,10:55,2019-11-14T10:55:00,,,31.513,34.452
בית הגדי,14.11.2019,10:55,2019-11-14T10:55:00,,,31.513,34.452
שרשרת,14.11.2019,10:55,2019-11-14T10:55:00,,,31.513,34.452
זמרת ושובה,14.11.2019,10:55,2019-11-14T10:55:00,,,31.513,34.452
שוקדה,14.11.2019,10:54,2019-11-14T10:55:00,,,31.513,34.452
נתיב העשרה,14.11.2019,7:19,2019-11-14T07:20:00,,,31.513,34.452
ארז,14.11.2019,6:59,2019-11-14T07:00:00,,,31.513,34.452
כרמיה,14.11.2019,6:59,2019-11-14T07:00:00,,,31.513,34.452
נתיב העשרה,14.11.2019,6:59,2019-11-14T06:59:00,,,31.513,34.452
יד מרדכי,14.11.2019,6:59,2019-11-14T06:59:00,,,31.513,34.452
יד מרדכי,14.11.2019,6:58,2019-11-14T06:59:00,,,31.513,34.452
נתיב העשרה,14.11.2019,6:58,2019-11-14T06:59:00,,,31.513,34.452
נתיב העשרה,14.11.2019,6:11,2019-11-14T06:12:00,,,31.513,34.452
יד מרדכי,14.11.2019,6:11,2019-11-14T06:12:00,,,31.513,34.452
ארז,14.11.2019,6:11,2019-11-14T06:12:00,,,31.513,34.452
סעד,14.11.2019,2:35,2019-11-14T02:36:00,,,31.513,34.452
שדה דוד,14.11.2019,2:35,2019-11-14T02:36:00,,,31.513,34.452
שדרות,14.11.2019,2:35,2019-11-14T02:36:00,,,31.513,34.452
 איבים,14.11.2019,2:35,2019-11-14T02:36:00,,,31.513,34.452
גבים,14.11.2019,2:35,2019-11-14T02:36:00,,,31.513,34.452
 מכללת ספיר,14.11.2019,2:35,2019-11-14T02:36:00,,,31.513,34.452
בארי,14.11.2019,2:35,2019-11-14T02:36:00,,,31.513,34.452
עלומים,14.11.2019,2:35,2019-11-14T02:36:00,,,31.513,34.452
שחר,14.11.2019,2:35,2019-11-14T02:36:00,,,31.513,34.452
תלמים,14.11.2019,2:35,2019-11-14T02:36:00,,,31.513,34.452
מבטחים עמיעוז ישע,14.11.2019,1:59,2019-11-14T01:59:00,,,31.513,34.452
באר גנים,14.11.2019,1:35,2019-11-14T01:36:00,,,31.513,34.452
אשקלון,14.11.2019,1:35,2019-11-14T01:36:00,,,31.513,34.452
שדה עוזיהו,14.11.2019,0:41,2019-11-14T00:41:00,,,31.513,34.452
בית עזרא,14.11.2019,0:41,2019-11-14T00:41:00,,,31.513,34.452
עזר,14.11.2019,0:40,2019-11-14T00:41:00,,,31.513,34.452
גבעתי,14.11.2019,0:40,2019-11-14T00:41:00,,,31.513,34.452
עזריקם,14.11.2019,0:40,2019-11-14T00:41:00,,,31.513,34.452
אמונים,14.11.2019,0:40,2019-11-14T00:41:00,,,31.513,34.452
כפר ורבורג,14.11.2019,0:40,2019-11-14T00:41:00,,,31.513,34.452
משואות יצחק,14.11.2019,0:40,2019-11-14T00:40:00,,,31.513,34.452
גן יבנה,14.11.2019,0:40,2019-11-14T00:40:00,,,31.513,34.452
שפיר,14.11.2019,0:40,2019-11-14T00:40:00,,,31.513,34.452
מרכז שפירא,14.11.2019,0:40,2019-11-14T00:40:00,,,31.513,34.452
עין צורים,14.11.2019,0:40,2019-11-14T00:40:00,,,31.513,34.452
שתולים,14.11.2019,0:40,2019-11-14T00:40:00,,,31.513,34.452
אזור תעשייה עד הלום,14.11.2019,0:40,2019-11-14T00:40:00,,,31.513,34.452
שדה עוזיהו,14.11.2019,0:40,2019-11-14T00:40:00,,,31.513,34.452
אשדוד - ח,14.11.2019,0:40,2019-11-14T00:40:00,,,31.513,34.452
אשקלון,14.11.2019,0:25,2019-11-14T00:26:00,,,31.513,34.452
נחל עוז,14.11.2019,0:23,2019-11-14T00:23:00,,,31.513,34.452
נחל עוז,13.11.2019,23:47,2019-11-13T23:48:00,,,31.513,34.452
נחל עוז,13.11.2019,23:31,2019-11-13T23:32:00,,,31.513,34.452
נחל עוז,13.11.2019,23:31,2019-11-13T23:32:00,,,31.513,34.452
עשרת,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
כפר מרדכי,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
משגב דב,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
גן יבנה,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
בניה,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
מתחם בני דרום,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
גבעת וושינגטון,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
מישר,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
שדמה,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
קבוצת יבנה,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
בני דרום,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
כרם ביבנה,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
כנות,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
כפר אביב,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
ביצרון,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
גן הדרום,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
נווה מבטח,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
ניצן,13.11.2019,23:14,2019-11-13T23:15:00,,,31.513,34.452
אשדוד - יא,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
מרינה,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
עזר,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
עשרת,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
בן זכאי,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
אזור תעשייה עד הלום,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
בית עזרא,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
ביצרון,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
אשדוד - א,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
אשדוד - ח,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
מעון צופיה,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
בני עי''ש,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
גאליה,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
שתולים,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
אשדוד - ג,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
יבנה,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
קדרון,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
אמונים,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
גבעת וושינגטון,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
גבעתי,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
רחובות,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
בית אלעזרי,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
עזריקם,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
ניר גלים,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
שדמה,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
קבוצת יבנה,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
כפר הנגיד,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
גן שלמה,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
בניה,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
אזור תעשייה כנות,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
בני דרום,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
פארק תעשייה ראם,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
גבעת ברנר,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
שדה עוזיהו,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
בית גמליאל,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
גדרה,13.11.2019,23:13,2019-11-13T23:14:00,,,31.513,34.452
שדרות,13.11.2019,22:38,2019-11-13T22:38:00,,,31.513,34.452
 איבים,13.11.2019,22:38,2019-11-13T22:38:00,,,31.513,34.452
אשדוד - יא,13.11.2019,22:13,2019-11-13T22:14:00,,,31.513,34.452
מרינה,13.11.2019,22:13,2019-11-13T22:14:00,,,31.513,34.452
נתיב העשרה,13.11.2019,21:37,2019-11-13T21:38:00,,,31.513,34.452
ניר עם,13.11.2019,21:30,2019-11-13T21:31:00,,,31.513,34.452
אשדוד - ח,13.11.2019,21:10,2019-11-13T21:11:00,,,31.513,34.452
אשדוד - א,13.11.2019,21:10,2019-11-13T21:11:00,,,31.513,34.452
אשדוד - יא,13.11.2019,21:10,2019-11-13T21:11:00,,,31.513,34.452
מרינה,13.11.2019,21:10,2019-11-13T21:11:00,,,31.513,34.452
אשקלון,13.11.2019,20:59,2019-11-13T20:59:00,,,31.513,34.452
נתיב העשרה,13.11.2019,20:58,2019-11-13T20:59:00,,,31.513,34.452
כרמיה,13.11.2019,20:58,2019-11-13T20:59:00,,,31.513,34.452
זיקים,13.11.2019,20:58,2019-11-13T20:59:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,13.11.2019,20:58,2019-11-13T20:59:00,,,31.513,34.452
אשקלון,13.11.2019,20:58,2019-11-13T20:59:00,,,31.513,34.452
מבקיעים,13.11.2019,20:54,2019-11-13T20:55:00,,,31.513,34.452
יד מרדכי,13.11.2019,20:54,2019-11-13T20:55:00,,,31.513,34.452
אשקלון,13.11.2019,20:54,2019-11-13T20:54:00,,,31.513,34.452
נתיב העשרה,13.11.2019,20:54,2019-11-13T20:54:00,,,31.513,34.452
זיקים,13.11.2019,20:54,2019-11-13T20:54:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,13.11.2019,20:54,2019-11-13T20:54:00,,,31.513,34.452
כרמיה,13.11.2019,20:54,2019-11-13T20:54:00,,,31.513,34.452
אשדוד - ח,13.11.2019,20:44,2019-11-13T20:44:00,,,31.513,34.452
אשדוד - יא,13.11.2019,20:44,2019-11-13T20:44:00,,,31.513,34.452
מרינה,13.11.2019,20:44,2019-11-13T20:44:00,,,31.513,34.452
ניצן,13.11.2019,20:43,2019-11-13T20:44:00,,,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,13.11.2019,20:43,2019-11-13T20:44:00,,,31.513,34.452
סעד,13.11.2019,19:40,2019-11-13T19:41:00,,,31.513,34.452
כפר עזה,13.11.2019,19:40,2019-11-13T19:41:00,,,31.513,34.452
זמרת ושובה,13.11.2019,19:40,2019-11-13T19:41:00,,,31.513,34.452
נחל עוז,13.11.2019,19:40,2019-11-13T19:41:00,,,31.513,34.452
עלומים,13.11.2019,19:40,2019-11-13T19:41:00,,,31.513,34.452
כרם שלום,13.11.2019,19:21,2019-11-13T19:21:00,,,31.513,34.452
כרם שלום,13.11.2019,19:21,2019-11-13T19:21:00,,,31.513,34.452
תלמי יוסף,13.11.2019,18:52,2019-11-13T18:52:00,,,31.513,34.452
יבול,13.11.2019,18:52,2019-11-13T18:52:00,,,31.513,34.452
אבשלום,13.11.2019,18:52,2019-11-13T18:52:00,,,31.513,34.452
חולית,13.11.2019,18:52,2019-11-13T18:52:00,,,31.513,34.452
סופה,13.11.2019,18:52,2019-11-13T18:52:00,,,31.513,34.452
יתד,13.11.2019,18:52,2019-11-13T18:52:00,,,31.513,34.452
דקל,13.11.2019,18:52,2019-11-13T18:52:00,,,31.513,34.452
כרם שלום,13.11.2019,18:52,2019-11-13T18:52:00,,,31.513,34.452
שדה אברהם,13.11.2019,18:52,2019-11-13T18:52:00,,,31.513,34.452
זיקים,13.11.2019,18:44,2019-11-13T18:44:00,,,31.513,34.452
נתיב העשרה,13.11.2019,18:43,2019-11-13T18:44:00,,,31.513,34.452
עלומים,13.11.2019,18:35,2019-11-13T18:36:00,,,31.513,34.452
נחל עוז,13.11.2019,18:35,2019-11-13T18:36:00,,,31.513,34.452
מבטחים עמיעוז ישע,13.11.2019,18:29,2019-11-13T18:30:00,,,31.513,34.452
נחל עוז,13.11.2019,18:21,2019-11-13T18:21:00,,,31.513,34.452
נתיב העשרה,13.11.2019,18:09,2019-11-13T18:09:00,,,31.513,34.452
זיקים,13.11.2019,18:09,2019-11-13T18:09:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,13.11.2019,18:09,2019-11-13T18:09:00,,,31.513,34.452
זיקים,13.11.2019,18:09,2019-11-13T18:09:00,,,31.513,34.452
נתיב העשרה,13.11.2019,18:07,2019-11-13T18:07:00,,,31.513,34.452
זיקים,13.11.2019,18:06,2019-11-13T18:07:00,,,31.513,34.452
נתיב העשרה,13.11.2019,17:13,2019-11-13T17:13:00,,,31.513,34.452
נחל עוז,13.11.2019,17:03,2019-11-13T17:03:00,,,31.513,34.452
נחל עוז,13.11.2019,17:02,2019-11-13T17:03:00,,,31.513,34.452
נחל עוז,13.11.2019,17:02,2019-11-13T17:02:00,,,31.513,34.452
נחל עוז,13.11.2019,17:01,2019-11-13T17:02:00,,,31.513,34.452
ניר עוז,13.11.2019,17:00,2019-11-13T17:01:00,,,31.513,34.452
עין השלושה,13.11.2019,17:00,2019-11-13T17:01:00,,,31.513,34.452
נירים,13.11.2019,17:00,2019-11-13T17:01:00,,,31.513,34.452
ניר עוז,13.11.2019,17:00,2019-11-13T17:00:00,,,31.513,34.452
ניר עוז,13.11.2019,16:58,2019-11-13T16:58:00,,,31.513,34.452
שדרות,13.11.2019,16:54,2019-11-13T16:54:00,,,31.513,34.452
 איבים,13.11.2019,16:54,2019-11-13T16:54:00,,,31.513,34.452
נתיב העשרה,13.11.2019,16:52,2019-11-13T16:52:00,,,31.513,34.452
נתיב העשרה,13.11.2019,16:52,2019-11-13T16:52:00,,,31.513,34.452
פרי גן,13.11.2019,16:41,2019-11-13T16:41:00,,,31.513,34.452
חולית,13.11.2019,16:41,2019-11-13T16:41:00,,,31.513,34.452
ניר יצחק,13.11.2019,16:41,2019-11-13T16:41:00,,,31.513,34.452
סופה,13.11.2019,16:41,2019-11-13T16:41:00,,,31.513,34.452
כפר מימון ותושיה,13.11.2019,16:32,2019-11-13T16:32:00,,,31.513,34.452
זמרת ושובה,13.11.2019,16:32,2019-11-13T16:32:00,,,31.513,34.452
שוקדה,13.11.2019,16:31,2019-11-13T16:32:00,,,31.513,34.452
בארי,13.11.2019,16:31,2019-11-13T16:32:00,,,31.513,34.452
נחל עוז,13.11.2019,16:31,2019-11-13T16:32:00,,,31.513,34.452
עלומים,13.11.2019,16:31,2019-11-13T16:32:00,,,31.513,34.452
זמרת ושובה,13.11.2019,16:31,2019-11-13T16:32:00,,,31.513,34.452
ניר יצחק,13.11.2019,16:24,2019-11-13T16:24:00,,,31.513,34.452
פרי גן,13.11.2019,16:24,2019-11-13T16:24:00,,,31.513,34.452
סופה,13.11.2019,16:24,2019-11-13T16:24:00,,,31.513,34.452
חולית,13.11.2019,16:24,2019-11-13T16:24:00,,,31.513,34.452
נחל עוז,13.11.2019,16:14,2019-11-13T16:15:00,,,31.513,34.452
נחל עוז,13.11.2019,16:14,2019-11-13T16:14:00,,,31.513,34.452
נחל עוז,13.11.2019,16:13,2019-11-13T16:14:00,,,31.513,34.452
נחל עוז,13.11.2019,16:13,2019-11-13T16:14:00,,,31.513,34.452
שדה אברהם,13.11.2019,16:00,2019-11-13T16:00:00,,,31.513,34.452
פרי גן,13.11.2019,16:00,2019-11-13T16:00:00,,,31.513,34.452
ניר יצחק,13.11.2019,16:00,2019-11-13T16:00:00,,,31.513,34.452
סופה,13.11.2019,16:00,2019-11-13T16:00:00,,,31.513,34.452
פרי גן,13.11.2019,15:57,2019-11-13T15:57:00,,,31.513,34.452
יתד,13.11.2019,15:57,2019-11-13T15:57:00,,,31.513,34.452
שדה אברהם,13.11.2019,15:57,2019-11-13T15:57:00,,,31.513,34.452
חולית,13.11.2019,15:57,2019-11-13T15:57:00,,,31.513,34.452
כרם שלום,13.11.2019,15:56,2019-11-13T15:57:00,,,31.513,34.452
סופה,13.11.2019,15:56,2019-11-13T15:57:00,,,31.513,34.452
פרי גן,13.11.2019,15:56,2019-11-13T15:57:00,,,31.513,34.452
ניר יצחק,13.11.2019,15:56,2019-11-13T15:57:00,,,31.513,34.452
זמרת ושובה,13.11.2019,15:44,2019-11-13T15:44:00,,,31.513,34.452
תקומה,13.11.2019,15:43,2019-11-13T15:44:00,,,31.513,34.452
תקומה וחוות יזרעם,13.11.2019,15:43,2019-11-13T15:44:00,,,31.513,34.452
נתיבות,13.11.2019,15:43,2019-11-13T15:44:00,,,31.513,34.452
כפר מימון ותושיה,13.11.2019,15:43,2019-11-13T15:44:00,,,31.513,34.452
עלומים,13.11.2019,15:43,2019-11-13T15:44:00,,,31.513,34.452
כפר עזה,13.11.2019,15:43,2019-11-13T15:44:00,,,31.513,34.452
זמרת ושובה,13.11.2019,15:43,2019-11-13T15:44:00,,,31.513,34.452
סעד,13.11.2019,15:43,2019-11-13T15:44:00,,,31.513,34.452
נחל עוז,13.11.2019,15:43,2019-11-13T15:44:00,,,31.513,34.452
סעד,13.11.2019,15:36,2019-11-13T15:37:00,,,31.513,34.452
אשקלון,13.11.2019,15:33,2019-11-13T15:34:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,13.11.2019,15:33,2019-11-13T15:34:00,,,31.513,34.452
סעד,13.11.2019,15:27,2019-11-13T15:27:00,,,31.513,34.452
סעד,13.11.2019,15:27,2019-11-13T15:27:00,,,31.513,34.452
כפר עזה,13.11.2019,15:27,2019-11-13T15:27:00,,,31.513,34.452
סעד,13.11.2019,14:59,2019-11-13T14:59:00,,,31.513,34.452
כרם שלום,13.11.2019,14:40,2019-11-13T14:41:00,,,31.513,34.452
נתיב העשרה,13.11.2019,14:40,2019-11-13T14:40:00,,,31.513,34.452
כרם שלום,13.11.2019,14:40,2019-11-13T14:40:00,,,31.513,34.452
יד מרדכי,13.11.2019,14:40,2019-11-13T14:40:00,,,31.513,34.452
נחל עוז,13.11.2019,14:35,2019-11-13T14:36:00,,,31.513,34.452
נחל עוז,13.11.2019,14:35,2019-11-13T14:36:00,,,31.513,34.452
כרם שלום,13.11.2019,14:33,2019-11-13T14:33:00,,,31.513,34.452
כרם שלום,13.11.2019,14:32,2019-11-13T14:32:00,,,31.513,34.452
כיסופים,13.11.2019,14:19,2019-11-13T14:20:00,,,31.513,34.452
עין השלושה,13.11.2019,14:19,2019-11-13T14:20:00,,,31.513,34.452
מפלסים,13.11.2019,13:55,2019-11-13T13:55:00,,,31.513,34.452
גבים,13.11.2019,13:55,2019-11-13T13:55:00,,,31.513,34.452
 מכללת ספיר,13.11.2019,13:55,2019-11-13T13:55:00,,,31.513,34.452
מטווח ניר עם,13.11.2019,13:55,2019-11-13T13:55:00,,,31.513,34.452
שדרות,13.11.2019,13:54,2019-11-13T13:55:00,,,31.513,34.452
 איבים,13.11.2019,13:54,2019-11-13T13:55:00,,,31.513,34.452
ניר עם,13.11.2019,13:54,2019-11-13T13:55:00,,,31.513,34.452
עין השלושה,13.11.2019,13:42,2019-11-13T13:43:00,,,31.513,34.452
כיסופים,13.11.2019,13:42,2019-11-13T13:43:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,13.11.2019,13:37,2019-11-13T13:37:00,,,31.513,34.452
זיקים,13.11.2019,13:37,2019-11-13T13:37:00,,,31.513,34.452
אשקלון,13.11.2019,13:37,2019-11-13T13:37:00,,,31.513,34.452
חולית,13.11.2019,13:27,2019-11-13T13:28:00,,,31.513,34.452
ניר עוז,13.11.2019,13:18,2019-11-13T13:19:00,,,31.513,34.452
עין השלושה,13.11.2019,13:18,2019-11-13T13:18:00,,,31.513,34.452
נירים,13.11.2019,13:18,2019-11-13T13:18:00,,,31.513,34.452
ניר עוז,13.11.2019,13:18,2019-11-13T13:18:00,,,31.513,34.452
עין השלושה,13.11.2019,13:18,2019-11-13T13:18:00,,,31.513,34.452
נירים,13.11.2019,13:18,2019-11-13T13:18:00,,,31.513,34.452
מפלסים,13.11.2019,13:14,2019-11-13T13:14:00,,,31.513,34.452
ניר עם,13.11.2019,13:14,2019-11-13T13:14:00,,,31.513,34.452
כפר עזה,13.11.2019,13:14,2019-11-13T13:14:00,,,31.513,34.452
מטווח ניר עם,13.11.2019,13:14,2019-11-13T13:14:00,,,31.513,34.452
גבים,13.11.2019,13:13,2019-11-13T13:14:00,,,31.513,34.452
 מכללת ספיר,13.11.2019,13:13,2019-11-13T13:14:00,,,31.513,34.452
שדרות,13.11.2019,13:13,2019-11-13T13:14:00,,,31.513,34.452
 איבים,13.11.2019,13:13,2019-11-13T13:14:00,,,31.513,34.452
ניר משה,13.11.2019,13:13,2019-11-13T13:14:00,,,31.513,34.452
יכיני,13.11.2019,13:13,2019-11-13T13:14:00,,,31.513,34.452
מטווח ניר עם,13.11.2019,13:13,2019-11-13T13:14:00,,,31.513,34.452
מפלסים,13.11.2019,13:13,2019-11-13T13:14:00,,,31.513,34.452
שדרות,13.11.2019,13:13,2019-11-13T13:14:00,,,31.513,34.452
 איבים,13.11.2019,13:13,2019-11-13T13:14:00,,,31.513,34.452
גבים,13.11.2019,13:13,2019-11-13T13:14:00,,,31.513,34.452
 מכללת ספיר,13.11.2019,13:13,2019-11-13T13:14:00,,,31.513,34.452
ניר עם,13.11.2019,13:13,2019-11-13T13:14:00,,,31.513,34.452
נחל עוז,13.11.2019,13:13,2019-11-13T13:13:00,,,31.513,34.452
עין השלושה,13.11.2019,13:06,2019-11-13T13:06:00,,,31.513,34.452
כיסופים,13.11.2019,13:04,2019-11-13T13:05:00,,,31.513,34.452
עין השלושה,13.11.2019,13:04,2019-11-13T13:05:00,,,31.513,34.452
עין השלושה,13.11.2019,13:03,2019-11-13T13:03:00,,,31.513,34.452
