data,date,time,datetime,outLat,outLong,inLat,inLong
ניר ישראל,13.11.2019,7:29,2019-11-13T07:30:00,,,31.513,34.452
באר גנים,13.11.2019,7:29,2019-11-13T07:29:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,13.11.2019,7:29,2019-11-13T07:29:00,,,31.513,34.452
זיקים,13.11.2019,7:29,2019-11-13T07:29:00,,,31.513,34.452
יד מרדכי,13.11.2019,7:29,2019-11-13T07:29:00,,,31.513,34.452
נתיב העשרה,13.11.2019,7:29,2019-11-13T07:29:00,,,31.513,34.452
מבקיעים,13.11.2019,7:29,2019-11-13T07:29:00,,,31.513,34.452
כרמיה,13.11.2019,7:29,2019-11-13T07:29:00,,,31.513,34.452
בית עזרא,13.11.2019,7:29,2019-11-13T07:29:00,,,31.513,34.452
ניצנים,13.11.2019,7:29,2019-11-13T07:29:00,,,31.513,34.452
ניצן,13.11.2019,7:29,2019-11-13T07:29:00,,,31.513,34.452
נחל עוז,13.11.2019,7:28,2019-11-13T07:28:00,,,31.513,34.452
מבקיעים,13.11.2019,7:05,2019-11-13T07:06:00,,,31.513,34.452
כרמיה,13.11.2019,7:05,2019-11-13T07:06:00,,,31.513,34.452
נתיב העשרה,13.11.2019,7:05,2019-11-13T07:06:00,,,31.513,34.452
יד מרדכי,13.11.2019,7:05,2019-11-13T07:06:00,,,31.513,34.452
זיקים,13.11.2019,7:05,2019-11-13T07:06:00,,,31.513,34.452
גיאה,13.11.2019,7:05,2019-11-13T07:05:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,13.11.2019,7:05,2019-11-13T07:05:00,,,31.513,34.452
בית שקמה,13.11.2019,7:05,2019-11-13T07:05:00,,,31.513,34.452
נתיבות,13.11.2019,6:43,2019-11-13T06:44:00,,,31.513,34.452
כפר מימון ותושיה,13.11.2019,6:43,2019-11-13T06:43:00,,,31.513,34.452
בית הגדי,13.11.2019,6:43,2019-11-13T06:43:00,,,31.513,34.452
זמרת ושובה,13.11.2019,6:43,2019-11-13T06:43:00,,,31.513,34.452
תקומה,13.11.2019,6:43,2019-11-13T06:43:00,,,31.513,34.452
תקומה וחוות יזרעם,13.11.2019,6:43,2019-11-13T06:43:00,,,31.513,34.452
מעגלים גבעולים מלילות,13.11.2019,6:43,2019-11-13T06:43:00,,,31.513,34.452
שרשרת,13.11.2019,6:43,2019-11-13T06:43:00,,,31.513,34.452
נתיבות,13.11.2019,6:43,2019-11-13T06:43:00,,,31.513,34.452
שרשרת,13.11.2019,6:41,2019-11-13T06:42:00,,,31.513,34.452
יושיביה,13.11.2019,6:41,2019-11-13T06:42:00,,,31.513,34.452
תקומה וחוות יזרעם,13.11.2019,6:41,2019-11-13T06:41:00,,,31.513,34.452
כפר מימון ותושיה,13.11.2019,6:41,2019-11-13T06:41:00,,,31.513,34.452
תקומה,13.11.2019,6:41,2019-11-13T06:41:00,,,31.513,34.452
זמרת ושובה,13.11.2019,6:41,2019-11-13T06:41:00,,,31.513,34.452
נתיבות,13.11.2019,6:41,2019-11-13T06:41:00,,,31.513,34.452
בית הגדי,13.11.2019,6:41,2019-11-13T06:41:00,,,31.513,34.452
טל שחר,13.11.2019,6:29,2019-11-13T06:30:00,,,31.513,34.452
בקוע,13.11.2019,6:29,2019-11-13T06:30:00,,,31.513,34.452
צלפון,13.11.2019,6:29,2019-11-13T06:30:00,,,31.513,34.452
נחשון,13.11.2019,6:28,2019-11-13T06:29:00,,,31.513,34.452
כפר אוריה,13.11.2019,6:28,2019-11-13T06:29:00,,,31.513,34.452
גיזו,13.11.2019,6:28,2019-11-13T06:29:00,,,31.513,34.452
הראל,13.11.2019,6:28,2019-11-13T06:29:00,,,31.513,34.452
תעוז,13.11.2019,6:28,2019-11-13T06:29:00,,,31.513,34.452
לטרון,13.11.2019,6:28,2019-11-13T06:29:00,,,31.513,34.452
מבוא חורון,13.11.2019,6:28,2019-11-13T06:29:00,,,31.513,34.452
נווה שלום,13.11.2019,6:28,2019-11-13T06:29:00,,,31.513,34.452
כפר מימון ותושיה,13.11.2019,6:04,2019-11-13T06:04:00,,,31.513,34.452
בארי,13.11.2019,6:04,2019-11-13T06:04:00,,,31.513,34.452
עלומים,13.11.2019,6:04,2019-11-13T06:04:00,,,31.513,34.452
זמרת ושובה,13.11.2019,6:04,2019-11-13T06:04:00,,,31.513,34.452
כפר מימון ותושיה,13.11.2019,6:03,2019-11-13T06:04:00,,,31.513,34.452
שוקדה,13.11.2019,6:03,2019-11-13T06:04:00,,,31.513,34.452
כרם שלום,13.11.2019,6:00,2019-11-13T06:00:00,,,31.513,34.452
כרם שלום,13.11.2019,5:53,2019-11-13T05:54:00,,,31.513,34.452
כפר עזה,12.11.2019,22:49,2019-11-12T22:49:00,,,31.513,34.452
נחל עוז,12.11.2019,22:49,2019-11-12T22:49:00,,,31.513,34.452
כפר עזה,12.11.2019,22:49,2019-11-12T22:49:00,,,31.513,34.452
סעד,12.11.2019,22:49,2019-11-12T22:49:00,,,31.513,34.452
סעד,12.11.2019,22:48,2019-11-12T22:49:00,,,31.513,34.452
כפר עזה,12.11.2019,22:48,2019-11-12T22:49:00,,,31.513,34.452
נחל עוז,12.11.2019,22:48,2019-11-12T22:49:00,,,31.513,34.452
כפר עזה,12.11.2019,22:48,2019-11-12T22:48:00,,,31.513,34.452
נירים,12.11.2019,22:40,2019-11-12T22:41:00,,,31.513,34.452
עין השלושה,12.11.2019,22:40,2019-11-12T22:41:00,,,31.513,34.452
חולית,12.11.2019,22:30,2019-11-12T22:31:00,,,31.513,34.452
פרי גן,12.11.2019,22:30,2019-11-12T22:31:00,,,31.513,34.452
סופה,12.11.2019,22:30,2019-11-12T22:30:00,,,31.513,34.452
ניר יצחק,12.11.2019,22:30,2019-11-12T22:30:00,,,31.513,34.452
שדה ניצן,12.11.2019,22:30,2019-11-12T22:30:00,,,31.513,34.452
זיקים,12.11.2019,21:14,2019-11-12T21:15:00,,,31.513,34.452
מבקיעים,12.11.2019,21:14,2019-11-12T21:15:00,,,31.513,34.452
כרמיה,12.11.2019,21:14,2019-11-12T21:15:00,,,31.513,34.452
נתיב העשרה,12.11.2019,21:14,2019-11-12T21:15:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,12.11.2019,21:14,2019-11-12T21:15:00,,,31.513,34.452
אשקלון,12.11.2019,21:14,2019-11-12T21:15:00,,,31.513,34.452
נתיב העשרה,12.11.2019,20:59,2019-11-12T21:00:00,,,31.513,34.452
נירים,12.11.2019,19:40,2019-11-12T19:41:00,,,31.513,34.452
כיסופים,12.11.2019,18:49,2019-11-12T18:49:00,,,31.513,34.452
ניר עם,12.11.2019,18:38,2019-11-12T18:39:00,,,31.513,34.452
מטווח ניר עם,12.11.2019,18:38,2019-11-12T18:39:00,,,31.513,34.452
ארז,12.11.2019,18:38,2019-11-12T18:39:00,,,31.513,34.452
מפלסים,12.11.2019,18:38,2019-11-12T18:39:00,,,31.513,34.452
גבים,12.11.2019,18:38,2019-11-12T18:39:00,,,31.513,34.452
 מכללת ספיר,12.11.2019,18:38,2019-11-12T18:39:00,,,31.513,34.452
ניר עם,12.11.2019,18:38,2019-11-12T18:38:00,,,31.513,34.452
שדרות,12.11.2019,18:38,2019-11-12T18:38:00,,,31.513,34.452
 איבים,12.11.2019,18:38,2019-11-12T18:38:00,,,31.513,34.452
נירים,12.11.2019,17:38,2019-11-12T17:39:00,,,31.513,34.452
ניר עם,12.11.2019,17:29,2019-11-12T17:29:00,,,31.513,34.452
נחל עוז,12.11.2019,16:59,2019-11-12T16:59:00,,,31.513,34.452
נחל עוז,12.11.2019,16:58,2019-11-12T16:59:00,,,31.513,34.452
נתיב העשרה,12.11.2019,16:54,2019-11-12T16:54:00,,,31.513,34.452
ארז,12.11.2019,16:13,2019-11-12T16:13:00,,,31.513,34.452
מבקיעים,12.11.2019,15:48,2019-11-12T15:49:00,,,31.513,34.452
נחל עוז,12.11.2019,15:05,2019-11-12T15:06:00,,,31.513,34.452
נחל עוז,12.11.2019,14:49,2019-11-12T14:50:00,,,31.513,34.452
כרם שלום,12.11.2019,14:43,2019-11-12T14:43:00,,,31.513,34.452
כפר עזה,12.11.2019,14:32,2019-11-12T14:32:00,,,31.513,34.452
נחל עוז,12.11.2019,14:31,2019-11-12T14:32:00,,,31.513,34.452
סעד,12.11.2019,14:31,2019-11-12T14:32:00,,,31.513,34.452
כרם שלום,12.11.2019,14:29,2019-11-12T14:30:00,,,31.513,34.452
כרם שלום,12.11.2019,14:29,2019-11-12T14:30:00,,,31.513,34.452
כרם שלום,12.11.2019,14:29,2019-11-12T14:29:00,,,31.513,34.452
זמרת ושובה,12.11.2019,14:16,2019-11-12T14:16:00,,,31.513,34.452
תקומה,12.11.2019,14:16,2019-11-12T14:16:00,,,31.513,34.452
נתיבות,12.11.2019,14:16,2019-11-12T14:16:00,,,31.513,34.452
תקומה וחוות יזרעם,12.11.2019,14:16,2019-11-12T14:16:00,,,31.513,34.452
עלומים,12.11.2019,14:16,2019-11-12T14:16:00,,,31.513,34.452
כפר מימון ותושיה,12.11.2019,14:16,2019-11-12T14:16:00,,,31.513,34.452
כפר עזה,12.11.2019,14:16,2019-11-12T14:16:00,,,31.513,34.452
תלמי ביל''ו,12.11.2019,14:15,2019-11-12T14:16:00,,,31.513,34.452
סעד,12.11.2019,14:15,2019-11-12T14:16:00,,,31.513,34.452
תקומה,12.11.2019,14:15,2019-11-12T14:16:00,,,31.513,34.452
יושיביה,12.11.2019,14:15,2019-11-12T14:16:00,,,31.513,34.452
זמרת ושובה,12.11.2019,14:15,2019-11-12T14:16:00,,,31.513,34.452
נתיבות,12.11.2019,14:00,2019-11-12T14:00:00,,,31.513,34.452
בארי,12.11.2019,13:57,2019-11-12T13:57:00,,,31.513,34.452
סעד,12.11.2019,13:57,2019-11-12T13:57:00,,,31.513,34.452
עלומים,12.11.2019,13:57,2019-11-12T13:57:00,,,31.513,34.452
כפר מימון ותושיה,12.11.2019,13:57,2019-11-12T13:57:00,,,31.513,34.452
נחל עוז,12.11.2019,13:57,2019-11-12T13:57:00,,,31.513,34.452
שוקדה,12.11.2019,13:57,2019-11-12T13:57:00,,,31.513,34.452
זמרת ושובה,12.11.2019,13:57,2019-11-12T13:57:00,,,31.513,34.452
כפר מימון ותושיה,12.11.2019,13:57,2019-11-12T13:57:00,,,31.513,34.452
אשדוד - ח,12.11.2019,13:06,2019-11-12T13:07:00,,,31.513,34.452
אשדוד - יא,12.11.2019,13:06,2019-11-12T13:07:00,,,31.513,34.452
מרינה,12.11.2019,13:06,2019-11-12T13:07:00,,,31.513,34.452
ניצן,12.11.2019,13:06,2019-11-12T13:07:00,,,31.513,34.452
מטווח ניר עם,12.11.2019,12:59,2019-11-12T13:00:00,,,31.513,34.452
מפלסים,12.11.2019,12:59,2019-11-12T13:00:00,,,31.513,34.452
גבים,12.11.2019,12:59,2019-11-12T13:00:00,,,31.513,34.452
 מכללת ספיר,12.11.2019,12:59,2019-11-12T13:00:00,,,31.513,34.452
ניר עם,12.11.2019,12:59,2019-11-12T12:59:00,,,31.513,34.452
שדרות,12.11.2019,12:59,2019-11-12T12:59:00,,,31.513,34.452
 איבים,12.11.2019,12:59,2019-11-12T12:59:00,,,31.513,34.452
ארז,12.11.2019,12:49,2019-11-12T12:50:00,,,31.513,34.452
נתיב העשרה,12.11.2019,12:49,2019-11-12T12:50:00,,,31.513,34.452
יד מרדכי,12.11.2019,12:49,2019-11-12T12:50:00,,,31.513,34.452
ארז,12.11.2019,12:49,2019-11-12T12:49:00,,,31.513,34.452
ארז,12.11.2019,12:49,2019-11-12T12:49:00,,,31.513,34.452
נתיב העשרה,12.11.2019,12:46,2019-11-12T12:46:00,,,31.513,34.452
נתיב העשרה,12.11.2019,12:45,2019-11-12T12:46:00,,,31.513,34.452
נתיב העשרה,12.11.2019,12:43,2019-11-12T12:44:00,,,31.513,34.452
נתיב העשרה,12.11.2019,12:43,2019-11-12T12:43:00,,,31.513,34.452
נחל עוז,12.11.2019,12:22,2019-11-12T12:22:00,,,31.513,34.452
נחל עוז,12.11.2019,12:21,2019-11-12T12:22:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,12.11.2019,11:56,2019-11-12T11:57:00,,,31.513,34.452
בת הדר,12.11.2019,11:56,2019-11-12T11:56:00,,,31.513,34.452
ניצנים,12.11.2019,11:56,2019-11-12T11:56:00,,,31.513,34.452
אזור תעשייה צפוני אשקלון,12.11.2019,11:56,2019-11-12T11:56:00,,,31.513,34.452
הודיה,12.11.2019,11:56,2019-11-12T11:56:00,,,31.513,34.452
אשקלון,12.11.2019,11:56,2019-11-12T11:56:00,,,31.513,34.452
באר גנים,12.11.2019,11:56,2019-11-12T11:56:00,,,31.513,34.452
ברכיה,12.11.2019,11:56,2019-11-12T11:56:00,,,31.513,34.452
כפר סילבר,12.11.2019,11:56,2019-11-12T11:56:00,,,31.513,34.452
בית שקמה,12.11.2019,11:56,2019-11-12T11:56:00,,,31.513,34.452
ניר ישראל,12.11.2019,11:56,2019-11-12T11:56:00,,,31.513,34.452
משען,12.11.2019,11:56,2019-11-12T11:56:00,,,31.513,34.452
שדרות,12.11.2019,11:53,2019-11-12T11:54:00,,,31.513,34.452
 איבים,12.11.2019,11:53,2019-11-12T11:54:00,,,31.513,34.452
גבים,12.11.2019,11:53,2019-11-12T11:54:00,,,31.513,34.452
 מכללת ספיר,12.11.2019,11:53,2019-11-12T11:54:00,,,31.513,34.452
מפלסים,12.11.2019,11:53,2019-11-12T11:53:00,,,31.513,34.452
מטווח ניר עם,12.11.2019,11:53,2019-11-12T11:53:00,,,31.513,34.452
ניר עם,12.11.2019,11:53,2019-11-12T11:53:00,,,31.513,34.452
גבים,12.11.2019,11:53,2019-11-12T11:53:00,,,31.513,34.452
 מכללת ספיר,12.11.2019,11:53,2019-11-12T11:53:00,,,31.513,34.452
שדרות,12.11.2019,11:53,2019-11-12T11:53:00,,,31.513,34.452
 איבים,12.11.2019,11:53,2019-11-12T11:53:00,,,31.513,34.452
כפר עזה,12.11.2019,11:46,2019-11-12T11:47:00,,,31.513,34.452
סעד,12.11.2019,11:46,2019-11-12T11:47:00,,,31.513,34.452
נחל עוז,12.11.2019,11:46,2019-11-12T11:47:00,,,31.513,34.452
עלומים,12.11.2019,11:46,2019-11-12T11:47:00,,,31.513,34.452
יכיני,12.11.2019,11:45,2019-11-12T11:45:00,,,31.513,34.452
מטווח ניר עם,12.11.2019,11:45,2019-11-12T11:45:00,,,31.513,34.452
ניר עם,12.11.2019,11:45,2019-11-12T11:45:00,,,31.513,34.452
מפלסים,12.11.2019,11:45,2019-11-12T11:45:00,,,31.513,34.452
גבים,12.11.2019,11:45,2019-11-12T11:45:00,,,31.513,34.452
 מכללת ספיר,12.11.2019,11:45,2019-11-12T11:45:00,,,31.513,34.452
שדרות,12.11.2019,11:45,2019-11-12T11:45:00,,,31.513,34.452
 איבים,12.11.2019,11:45,2019-11-12T11:45:00,,,31.513,34.452
עלומים,12.11.2019,11:33,2019-11-12T11:34:00,,,31.513,34.452
נחל עוז,12.11.2019,11:33,2019-11-12T11:34:00,,,31.513,34.452
עין השלושה,12.11.2019,11:19,2019-11-12T11:19:00,,,31.513,34.452
כיסופים,12.11.2019,11:18,2019-11-12T11:19:00,,,31.513,34.452
נירים,12.11.2019,11:18,2019-11-12T11:19:00,,,31.513,34.452
עין השלושה,12.11.2019,11:18,2019-11-12T11:19:00,,,31.513,34.452
עין השלושה,12.11.2019,11:18,2019-11-12T11:18:00,,,31.513,34.452
נירים,12.11.2019,11:18,2019-11-12T11:18:00,,,31.513,34.452
סעד,12.11.2019,10:57,2019-11-12T10:58:00,,,31.513,34.452
כפר עזה,12.11.2019,10:57,2019-11-12T10:58:00,,,31.513,34.452
עלומים,12.11.2019,10:57,2019-11-12T10:58:00,,,31.513,34.452
נחל עוז,12.11.2019,10:57,2019-11-12T10:58:00,,,31.513,34.452
סעד,12.11.2019,10:57,2019-11-12T10:57:00,,,31.513,34.452
כפר עזה,12.11.2019,10:57,2019-11-12T10:57:00,,,31.513,34.452
נחל עוז,12.11.2019,10:57,2019-11-12T10:57:00,,,31.513,34.452
עלומים,12.11.2019,10:56,2019-11-12T10:57:00,,,31.513,34.452
נתיב העשרה,12.11.2019,10:29,2019-11-12T10:30:00,,,31.513,34.452
יד מרדכי,12.11.2019,10:29,2019-11-12T10:29:00,,,31.513,34.452
ארז,12.11.2019,10:29,2019-11-12T10:29:00,,,31.513,34.452
כרמיה,12.11.2019,10:29,2019-11-12T10:29:00,,,31.513,34.452
נתיב העשרה,12.11.2019,10:29,2019-11-12T10:29:00,,,31.513,34.452
יד מרדכי,12.11.2019,10:29,2019-11-12T10:29:00,,,31.513,34.452
מודיעין - ישפרו סנטר,12.11.2019,10:18,2019-11-12T10:19:00,,,31.513,34.452
גזר,12.11.2019,10:18,2019-11-12T10:18:00,,,31.513,34.452
כרמי יוסף,12.11.2019,10:18,2019-11-12T10:18:00,,,31.513,34.452
כפר שמואל,12.11.2019,10:18,2019-11-12T10:18:00,,,31.513,34.452
עזריה,12.11.2019,10:18,2019-11-12T10:18:00,,,31.513,34.452
בית עוזיאל,12.11.2019,10:18,2019-11-12T10:18:00,,,31.513,34.452
משמר איילון,12.11.2019,10:18,2019-11-12T10:18:00,,,31.513,34.452
בית חשמונאי,12.11.2019,10:18,2019-11-12T10:18:00,,,31.513,34.452
כפר בן נון,12.11.2019,10:18,2019-11-12T10:18:00,,,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,12.11.2019,10:17,2019-11-12T10:17:00,,,31.513,34.452
ניר גלים,12.11.2019,10:17,2019-11-12T10:17:00,,,31.513,34.452
בני דרום,12.11.2019,10:17,2019-11-12T10:17:00,,,31.513,34.452
מודיעין - ישפרו סנטר,12.11.2019,10:16,2019-11-12T10:17:00,,,31.513,34.452
מודיעין,12.11.2019,10:16,2019-11-12T10:17:00,,,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,12.11.2019,10:16,2019-11-12T10:17:00,,,31.513,34.452
שוקדה,12.11.2019,10:08,2019-11-12T10:09:00,,,31.513,34.452
סעד,12.11.2019,10:08,2019-11-12T10:09:00,,,31.513,34.452
עלומים,12.11.2019,10:08,2019-11-12T10:09:00,,,31.513,34.452
כפר מימון ותושיה,12.11.2019,10:08,2019-11-12T10:09:00,,,31.513,34.452
זמרת ושובה,12.11.2019,10:08,2019-11-12T10:09:00,,,31.513,34.452
בארי,12.11.2019,10:08,2019-11-12T10:08:00,,,31.513,34.452
כפר מימון ותושיה,12.11.2019,10:07,2019-11-12T10:08:00,,,31.513,34.452
נחל עוז,12.11.2019,10:07,2019-11-12T10:08:00,,,31.513,34.452
זמרת ושובה,12.11.2019,10:07,2019-11-12T10:08:00,,,31.513,34.452
עלומים,12.11.2019,10:07,2019-11-12T10:07:00,,,31.513,34.452
כפר מימון ותושיה,12.11.2019,10:07,2019-11-12T10:07:00,,,31.513,34.452
שוקדה,12.11.2019,10:07,2019-11-12T10:07:00,,,31.513,34.452
מעגלים גבעולים מלילות,12.11.2019,10:07,2019-11-12T10:07:00,,,31.513,34.452
בארי,12.11.2019,10:07,2019-11-12T10:07:00,,,31.513,34.452
שוקדה,12.11.2019,10:07,2019-11-12T10:07:00,,,31.513,34.452
נתיבות,12.11.2019,10:05,2019-11-12T10:05:00,,,31.513,34.452
סעד,12.11.2019,10:05,2019-11-12T10:05:00,,,31.513,34.452
כפר עזה,12.11.2019,10:05,2019-11-12T10:05:00,,,31.513,34.452
בית הגדי,12.11.2019,10:05,2019-11-12T10:05:00,,,31.513,34.452
שיבולים,12.11.2019,10:05,2019-11-12T10:05:00,,,31.513,34.452
כפר מימון ותושיה,12.11.2019,10:04,2019-11-12T10:05:00,,,31.513,34.452
תקומה וחוות יזרעם,12.11.2019,10:04,2019-11-12T10:05:00,,,31.513,34.452
שוקדה,12.11.2019,10:04,2019-11-12T10:05:00,,,31.513,34.452
תקומה,12.11.2019,10:04,2019-11-12T10:05:00,,,31.513,34.452
זמרת ושובה,12.11.2019,10:04,2019-11-12T10:05:00,,,31.513,34.452
עלומים,12.11.2019,10:04,2019-11-12T10:05:00,,,31.513,34.452
ברוש,12.11.2019,10:04,2019-11-12T10:05:00,,,31.513,34.452
שרשרת,12.11.2019,10:04,2019-11-12T10:05:00,,,31.513,34.452
תקומה וחוות יזרעם,12.11.2019,10:04,2019-11-12T10:05:00,,,31.513,34.452
נתיבות,12.11.2019,10:04,2019-11-12T10:05:00,,,31.513,34.452
תקומה,12.11.2019,10:04,2019-11-12T10:05:00,,,31.513,34.452
בית הגדי,12.11.2019,10:04,2019-11-12T10:05:00,,,31.513,34.452
יושיביה,12.11.2019,10:04,2019-11-12T10:05:00,,,31.513,34.452
מעגלים גבעולים מלילות,12.11.2019,10:04,2019-11-12T10:04:00,,,31.513,34.452
שוקדה,12.11.2019,10:04,2019-11-12T10:04:00,,,31.513,34.452
כפר מימון ותושיה,12.11.2019,10:04,2019-11-12T10:04:00,,,31.513,34.452
תדהר,12.11.2019,10:04,2019-11-12T10:04:00,,,31.513,34.452
כיסופים,12.11.2019,10:02,2019-11-12T10:02:00,,,31.513,34.452
כיסופים,12.11.2019,10:01,2019-11-12T10:02:00,,,31.513,34.452
זיקים,12.11.2019,9:54,2019-11-12T09:54:00,,,31.513,34.452
נתיב העשרה,12.11.2019,9:54,2019-11-12T09:54:00,,,31.513,34.452
כרמיה,12.11.2019,9:54,2019-11-12T09:54:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,12.11.2019,9:54,2019-11-12T09:54:00,,,31.513,34.452
זיקים,12.11.2019,9:54,2019-11-12T09:54:00,,,31.513,34.452
אשקלון,12.11.2019,9:54,2019-11-12T09:54:00,,,31.513,34.452
שתולים,12.11.2019,9:29,2019-11-12T09:29:00,,,31.513,34.452
גן יבנה,12.11.2019,9:28,2019-11-12T09:28:00,,,31.513,34.452
גן הדרום,12.11.2019,9:28,2019-11-12T09:28:00,,,31.513,34.452
שתולים,12.11.2019,9:28,2019-11-12T09:28:00,,,31.513,34.452
גבים,12.11.2019,9:28,2019-11-12T09:28:00,,,31.513,34.452
 מכללת ספיר,12.11.2019,9:28,2019-11-12T09:28:00,,,31.513,34.452
מפלסים,12.11.2019,9:27,2019-11-12T09:28:00,,,31.513,34.452
גבים,12.11.2019,9:27,2019-11-12T09:28:00,,,31.513,34.452
 מכללת ספיר,12.11.2019,9:27,2019-11-12T09:28:00,,,31.513,34.452
מטווח ניר עם,12.11.2019,9:27,2019-11-12T09:28:00,,,31.513,34.452
שדרות,12.11.2019,9:27,2019-11-12T09:28:00,,,31.513,34.452
 איבים,12.11.2019,9:27,2019-11-12T09:28:00,,,31.513,34.452
מפלסים,12.11.2019,9:27,2019-11-12T09:28:00,,,31.513,34.452
ניר עם,12.11.2019,9:27,2019-11-12T09:28:00,,,31.513,34.452
צוחר ואוהד,12.11.2019,9:27,2019-11-12T09:27:00,,,31.513,34.452
מבטחים עמיעוז ישע,12.11.2019,9:27,2019-11-12T09:27:00,,,31.513,34.452
שדרות,12.11.2019,9:21,2019-11-12T09:21:00,,,31.513,34.452
 איבים,12.11.2019,9:21,2019-11-12T09:21:00,,,31.513,34.452
זמרת ושובה,12.11.2019,9:20,2019-11-12T09:21:00,,,31.513,34.452
שוקדה,12.11.2019,9:20,2019-11-12T09:21:00,,,31.513,34.452
גבים,12.11.2019,9:20,2019-11-12T09:21:00,,,31.513,34.452
 מכללת ספיר,12.11.2019,9:20,2019-11-12T09:21:00,,,31.513,34.452
סעד,12.11.2019,9:20,2019-11-12T09:21:00,,,31.513,34.452
נחל עוז,12.11.2019,9:20,2019-11-12T09:21:00,,,31.513,34.452
עלומים,12.11.2019,9:20,2019-11-12T09:21:00,,,31.513,34.452
בארי,12.11.2019,9:20,2019-11-12T09:21:00,,,31.513,34.452
מטווח ניר עם,12.11.2019,9:20,2019-11-12T09:21:00,,,31.513,34.452
זמרת ושובה,12.11.2019,9:20,2019-11-12T09:21:00,,,31.513,34.452
כפר מימון ותושיה,12.11.2019,9:20,2019-11-12T09:21:00,,,31.513,34.452
ניר עם,12.11.2019,9:20,2019-11-12T09:21:00,,,31.513,34.452
יכיני,12.11.2019,9:20,2019-11-12T09:21:00,,,31.513,34.452
שוקדה,12.11.2019,9:20,2019-11-12T09:21:00,,,31.513,34.452
כפר עזה,12.11.2019,9:20,2019-11-12T09:21:00,,,31.513,34.452
דורות,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
מפלסים,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
שדרות,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
 איבים,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
חוות שיקמים,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
גבים,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
 מכללת ספיר,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
מבועים,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
תלמי ביל''ו,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
עלומים,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
נחל עוז,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
יושיביה,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
קלחים,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
נתיבות,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
סעד,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
פעמי תש''ז,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
תקומה וחוות יזרעם,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
שוקדה,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
זמרת ושובה,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
כפר מימון ותושיה,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
תקומה,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
בארי,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
זרועה,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
בית הגדי,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
אשבול,12.11.2019,9:20,2019-11-12T09:20:00,,,31.513,34.452
אשקלון,12.11.2019,9:12,2019-11-12T09:13:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,12.11.2019,9:12,2019-11-12T09:13:00,,,31.513,34.452
ניצנים,12.11.2019,9:12,2019-11-12T09:12:00,,,31.513,34.452
ניצן,12.11.2019,9:12,2019-11-12T09:12:00,,,31.513,34.452
ראשון לציון - מערב,12.11.2019,9:11,2019-11-12T09:11:00,,,31.513,34.452
ראשון לציון - מזרח,12.11.2019,9:11,2019-11-12T09:11:00,,,31.513,34.452
בת-ים,12.11.2019,9:11,2019-11-12T09:11:00,,,31.513,34.452
חולון,12.11.2019,9:09,2019-11-12T09:10:00,,,31.513,34.452
כפר מימון ותושיה,12.11.2019,8:51,2019-11-12T08:52:00,,,31.513,34.452
שוקדה,12.11.2019,8:51,2019-11-12T08:52:00,,,31.513,34.452
תקומה וחוות יזרעם,12.11.2019,8:51,2019-11-12T08:52:00,,,31.513,34.452
זמרת ושובה,12.11.2019,8:51,2019-11-12T08:52:00,,,31.513,34.452
שוקדה,12.11.2019,8:51,2019-11-12T08:52:00,,,31.513,34.452
נתיבות,12.11.2019,8:51,2019-11-12T08:52:00,,,31.513,34.452
זמרת ושובה,12.11.2019,8:51,2019-11-12T08:52:00,,,31.513,34.452
